level_id,start_term,plan_id,degree_id,student_id,email,name,username,password,age,gender,active
GR,2097,2,2,100654,,,,,,,N
GR,2081,1,2,100655,,,,,,,N
GR,2101,1,2,100656,,,,,,,N
GR,2164,1,2,100657,,,,,,,N
GR,2081,2,2,100658,,,,,,,N
GR,2071,1,2,100659,,,,,,,N
GR,2071,1,3,100660,,,,,,,N
UG,2101,1,1,100661,,,,,,,N
GR,2084,2,2,100662,,,,,,,N
GR,2061,1,2,100663,,,,,,,N
GR,2151,2,2,100664,,,,,,,N
GR,2081,1,2,100665,,,,,,,N
GR,2097,2,2,100666,,,,,,,N
GR,2077,2,2,100667,,,,,,,N
GR,2131,2,2,100668,,,,,,,N
GR,2101,1,3,100669,,,,,,,N
GR,2111,2,2,100670,,,,,,,N
GR,2111,3,2,100671,,,,,,,N
GR,2071,2,2,100672,,,,,,,N
GR,2081,2,2,100673,,,,,,,N
GR,2074,2,2,100674,,,,,,,N
GR,2077,2,2,100675,,,,,,,N
GR,2141,2,2,100676,,,,,,,N
GR,2061,1,3,100677,,,,,,,N
GR,2061,1,3,100678,,,,,,,N
GR,2081,2,2,100679,,,,,,,N
GR,2091,1,2,100680,,,,,,,N
GR,2101,2,2,100681,,,,,,,N
GR,2191,1,2,100682,,,,,,,N
GR,2091,2,2,100683,,,,,,,N
GR,2061,2,2,100684,,,,,,,N
GR,2091,2,2,100685,,,,,,,N
GR,2117,2,2,100686,,,,,,,N
GR,2117,2,2,100687,,,,,,,N
GR,2117,2,2,100688,,,,,,,N
GR,2061,2,2,100689,,,,,,,N
GR,2091,2,2,100690,,,,,,,N
GR,2087,2,2,100691,,,,,,,N
GR,2131,2,2,100692,,,,,,,N
GR,2061,2,2,100693,,,,,,,N
GR,2131,1,2,100694,,,,,,,N
GR,2077,2,2,100695,,,,,,,N
UG,2144,1,1,100696,,,,,,,N
GR,2124,3,2,100697,,,,,,,N
GR,2131,1,2,100698,,,,,,,N
GR,2081,1,2,100699,,,,,,,N
GR,2081,1,2,100700,,,,,,,N
GR,2084,2,2,100701,,,,,,,N
GR,2081,2,2,100702,,,,,,,N
GR,2067,2,2,100703,,,,,,,N
GR,2067,2,2,100704,,,,,,,N
GR,2151,2,2,100705,,,,,,,N
GR,2091,2,2,100706,,,,,,,N
GR,2091,2,2,100707,,,,,,,N
GR,2094,2,2,100708,,,,,,,N
GR,2111,2,2,100709,,,,,,,N
GR,2101,1,2,100710,,,,,,,N
UG,2131,1,1,100711,,,,,,,N
UG,2097,1,1,100712,,,,,,,N
GR,2131,2,2,100713,,,,,,,N
GR,2094,2,2,100714,,,,,,,N
UG,2151,1,1,100715,,,,,,,N
GR,2111,1,2,100716,,,,,,,N
GR,2117,2,2,100717,,,,,,,N
UG,2171,1,1,100718,,,,,,,N
GR,2101,2,2,100719,,,,,,,N
GR,2081,2,2,100720,,,,,,,N
GR,2097,1,2,100721,,,,,,,N
GR,2101,2,2,100722,,,,,,,N
GR,2124,1,2,100723,,,,,,,N
GR,2077,2,2,100724,,,,,,,N
GR,2081,2,2,100725,,,,,,,N
GR,2131,1,2,100726,,,,,,,N
GR,2131,2,2,100727,,,,,,,N
GR,2141,2,2,100728,,,,,,,N
GR,2171,1,2,100729,,,,,,,N
GR,2111,3,2,100730,,,,,,,N
GR,2091,1,2,100731,,,,,,,N
GR,2181,2,2,100732,,,,,,,N
GR,2151,2,2,100733,,,,,,,N
GR,2097,2,2,100734,,,,,,,N
GR,2141,2,2,100735,,,,,,,N
GR,2111,1,2,100736,,,,,,,N
GR,2091,2,2,100737,,,,,,,N
GR,2111,2,2,100738,,,,,,,N
GR,2071,2,2,100739,,,,,,,N
GR,2067,2,2,100740,,,,,,,N
GR,2067,2,2,100741,,,,,,,N
GR,2081,2,2,100742,,,,,,,N
GR,2104,3,2,100743,,,,,,,N
GR,2101,2,2,100744,,,,,,,N
UG,2121,1,1,100745,,,,,,,N
GR,2151,3,2,100746,,,,,,,N
GR,2151,1,2,100747,,,,,,,N
GR,2151,1,2,100748,,,,,,,N
GR,2111,2,2,100749,,,,,,,N
GR,2121,2,2,100750,,,,,,,N
GR,2067,3,2,100751,,,,,,,N
GR,2061,1,2,100752,,,,,,,N
GR,2061,3,2,100753,,,,,,,N
GR,2061,2,2,100754,,,,,,,N
GR,2191,1,2,100755,,,,,,,N
GR,2124,2,2,100756,,,,,,,N
GR,2061,3,2,100757,,,,,,,N
GR,2131,2,2,100758,,,,,,,N
GR,2141,2,2,100759,,,,,,,N
GR,2101,2,2,100760,,,,,,,N
GR,2091,1,2,100761,,,,,,,N
GR,2104,3,2,100762,,,,,,,N
GR,2111,2,2,100763,,,,,,,N
GR,2174,1,2,100764,,,,,,,N
GR,2161,3,2,100765,,,,,,,N
GR,2121,1,2,100766,,,,,,,N
GR,2121,2,2,100767,,,,,,,N
GR,2131,3,2,100768,,,,,,,N
GR,2141,3,2,100769,,,,,,,N
GR,2091,2,2,100770,,,,,,,N
GR,2101,1,3,100771,,,,,,,N
GR,2111,2,2,100772,,,,,,,N
GR,2161,2,2,100773,,,,,,,N
GR,2161,1,2,100774,,,,,,,N
GR,2171,1,2,100775,,,,,,,N
GR,2171,1,2,100776,,,,,,,N
GR,2181,2,2,100777,,,,,,,N
GR,2104,2,2,100778,,,,,,,N
GR,2111,2,2,100779,,,,,,,N
GR,2181,2,2,100780,,,,,,,N
GR,2111,1,2,100781,,,,,,,N
GR,2194,4,3,100782,,,,,,,N
GR,2111,2,2,100783,,,,,,,N
GR,2131,2,2,100784,,,,,,,N
GR,2104,3,2,100785,,,,,,,N
GR,2111,2,2,100786,,,,,,,N
GR,2111,2,2,100787,,,,,,,N
GR,2161,1,2,100788,,,,,,,N
GR,2161,1,2,100789,,,,,,,N
GR,2101,2,2,100790,,,,,,,N
GR,2061,2,2,100791,,,,,,,N
GR,2077,2,2,100792,,,,,,,N
GR,2121,1,2,100793,,,,,,,N
GR,2121,2,2,100794,,,,,,,N
GR,2151,2,2,100795,,,,,,,N
GR,2104,2,2,100796,,,,,,,N
GR,2171,1,2,100797,,,,,,,N
GR,2141,1,2,100798,,,,,,,N
GR,2151,1,2,100799,,,,,,,N
UG,2061,1,1,100800,,,,,,,N
GR,2067,2,2,100801,,,,,,,N
GR,2141,2,2,100802,,,,,,,N
GR,2131,2,2,100803,,,,,,,N
GR,2141,3,2,100804,,,,,,,N
GR,2161,1,2,100805,,,,,,,N
GR,2161,3,2,100806,,,,,,,N
GR,2131,1,2,100807,,,,,,,N
UG,2164,1,1,100808,,,,,,,N
GR,2171,3,2,100809,,,,,,,N
GR,2151,1,2,100810,,,,,,,N
GR,2111,2,2,100811,,,,,,,N
GR,2171,1,3,100812,,,,,,,N
GR,2161,1,2,100813,,,,,,,N
GR,2174,3,2,100814,,,,,,,N
GR,2181,2,2,100815,,,,,,,N
GR,2191,4,3,100816,,,,,,,N
GR,2131,1,2,100817,,,,,,,N
GR,2091,2,2,100818,,,,,,,N
UG,2151,1,1,100819,,,,,,,N
GR,2171,1,2,100820,,,,,,,N
GR,2104,3,2,100821,,,,,,,N
GR,2101,2,2,100822,,,,,,,N
GR,2161,1,2,100823,,,,,,,N
GR,2181,1,2,100824,,,,,,,N
GR,2101,2,2,100825,,,,,,,N
GR,2121,2,2,100826,,,,,,,N
GR,2191,1,2,100827,,,,,,,N
GR,2191,1,2,100828,,,,,,,N
GR,2081,1,2,100829,,,,,,,N
GR,2121,2,2,100830,,,,,,,N
GR,2191,1,2,100831,,,,,,,N
GR,2181,1,2,100832,,,,,,,N
GR,2141,1,2,100833,,,,,,,N
GR,2181,1,2,100834,,,,,,,N
UG,2181,1,1,100835,,,,,,,N
GR,2191,1,2,100836,,,,,,,N
GR,2111,2,2,100837,,,,,,,N
GR,2121,1,2,100838,,,,,,,N
GR,2161,1,2,100839,,,,,,,N
GR,2161,1,2,100840,,,,,,,N
GR,2171,2,2,100841,,,,,,,N
GR,2174,1,2,100842,,,,,,,N
GR,2191,1,2,100843,,,,,,,N
GR,2191,4,2,100844,,,,,,,N
GR,2161,2,2,100845,,,,,,,N
GR,2181,1,2,100846,,,,,,,N
GR,2191,1,2,100847,,,,,,,N
GR,2191,4,2,100848,,,,,,,N
GR,2121,2,2,100849,,,,,,,N
GR,2131,1,2,100850,,,,,,,N
GR,2131,2,2,100851,,,,,,,N
GR,2161,1,2,100852,,,,,,,N
GR,2131,2,2,100853,,,,,,,N
GR,2131,2,2,100854,,,,,,,N
UG,2151,1,1,100855,,,,,,,N
GR,2101,1,2,100856,,,,,,,N
GR,2121,3,2,100857,,,,,,,N
UG,2181,1,1,100858,,,,,,,N
GR,2191,1,2,100859,,,,,,,N
GR,2191,1,2,100860,,,,,,,N
GR,2141,1,2,100861,,,,,,,N
GR,2141,1,2,100862,,,,,,,N
GR,2141,1,2,100863,,,,,,,N
GR,2121,1,2,100864,,,,,,,N
GR,2121,3,2,100865,,,,,,,N
GR,2171,2,2,100866,,,,,,,N
GR,2181,1,2,100867,,,,,,,N
UG,2181,1,1,100868,,,,,,,N
GR,2181,1,2,100869,,,,,,,N
GR,2181,1,2,100870,,,,,,,N
GR,2191,1,2,100871,,,,,,,N
GR,2061,2,2,100872,,,,,,,N
GR,2181,2,2,100873,,,,,,,N
UG,2084,1,1,100874,,,,,,,N
GR,2061,1,2,100875,,,,,,,N
GR,2184,1,2,100876,,,,,,,N
GR,2061,2,2,100877,,,,,,,N
UG,2134,1,1,100878,,,,,,,N
GR,2061,2,2,100879,,,,,,,N
GR,2097,1,2,100880,,,,,,,N
GR,2121,1,2,100881,,,,,,,N
GR,2061,2,2,100882,,,,,,,N
GR,2061,3,2,100883,,,,,,,N
GR,2061,2,2,100884,,,,,,,N
GR,2061,2,2,100885,,,,,,,N
GR,2121,1,2,100886,,,,,,,N
GR,2121,1,2,103507,,,,,,,N
GR,2071,2,2,100887,,,,,,,N
GR,2061,1,2,100888,,,,,,,N
UG,2061,1,1,100889,,,,,,,N
GR,2171,1,2,100890,,,,,,,N
GR,2171,2,2,100891,,,,,,,N
GR,2067,2,2,100892,,,,,,,N
GR,2061,2,3,100893,,,,,,,N
GR,2061,2,2,100894,,,,,,,N
GR,2067,2,2,100895,,,,,,,N
GR,2141,1,2,100896,,,,,,,N
UG,2061,1,1,100897,,,,,,,N
GR,2121,1,2,100898,,,,,,,N
GR,2104,2,2,100899,,,,,,,N
UG,2061,1,1,100900,,,,,,,N
GR,2061,2,2,100901,,,,,,,N
GR,2061,2,2,100902,,,,,,,N
GR,2061,3,2,100903,,,,,,,N
GR,2081,2,2,100904,,,,,,,N
GR,2091,2,2,100905,,,,,,,N
UG,2061,1,1,100906,,,,,,,N
GR,2061,2,3,100907,,,,,,,N
UG,2087,1,1,100908,,,,,,,N
GR,2061,2,2,100909,,,,,,,N
GR,2061,2,2,100910,,,,,,,N
GR,2094,2,2,100911,,,,,,,N
GR,2131,2,2,100912,,,,,,,N
GR,2081,2,2,100913,,,,,,,N
GR,2071,2,2,100914,,,,,,,N
GR,2077,2,2,100915,,,,,,,N
GR,2091,2,2,100916,,,,,,,N
GR,2091,2,2,100917,,,,,,,N
GR,2077,2,2,100918,,,,,,,N
GR,2064,2,2,100919,,,,,,,N
GR,2061,2,2,100920,,,,,,,N
GR,2061,2,2,100921,,,,,,,N
GR,2111,1,2,100922,,,,,,,N
GR,2067,2,2,100923,,,,,,,N
GR,2084,2,2,100924,,,,,,,N
GR,2061,2,2,100925,,,,,,,N
GR,2061,1,3,100926,,,,,,,N
GR,2061,2,2,100927,,,,,,,N
GR,2111,2,2,100928,,,,,,,N
GR,2081,2,2,100929,,,,,,,N
GR,2061,2,2,100930,,,,,,,N
GR,2074,2,2,100931,,,,,,,N
GR,2087,2,2,100932,,,,,,,N
GR,2087,2,2,100933,,,,,,,N
GR,2061,2,2,100934,,,,,,,N
GR,2064,2,2,100935,,,,,,,N
GR,2081,1,2,100936,,,,,,,N
GR,2071,2,2,100937,,,,,,,N
GR,2067,2,2,100938,,,,,,,N
GR,2131,2,2,100939,,,,,,,N
GR,2114,1,2,100940,,,,,,,N
GR,2071,1,2,100941,,,,,,,N
GR,2081,2,2,100942,,,,,,,N
GR,2091,1,2,100943,,,,,,,N
GR,2131,2,2,100944,,,,,,,N
GR,2071,1,2,100945,,,,,,,N
GR,2081,1,2,100946,,,,,,,N
GR,2091,2,2,100947,,,,,,,N
GR,2087,2,2,100948,,,,,,,N
GR,2101,2,2,100949,,,,,,,N
GR,2101,2,2,100950,,,,,,,N
GR,2121,1,3,100951,,,,,,,N
GR,2121,2,2,100952,,,,,,,N
GR,2067,1,2,100953,,,,,,,N
GR,2071,2,2,100954,,,,,,,N
GR,2064,2,2,100955,,,,,,,N
GR,2081,2,2,100956,,,,,,,N
GR,2091,2,2,100957,,,,,,,N
GR,2061,2,2,100958,,,,,,,N
GR,2087,1,2,100959,,,,,,,N
GR,2061,2,2,100960,,,,,,,N
GR,2101,2,2,100961,,,,,,,N
GR,2061,2,2,100962,,,,,,,N
GR,2091,2,2,100963,,,,,,,N
GR,2067,2,2,100964,,,,,,,N
GR,2074,2,2,100965,,,,,,,N
GR,2084,2,2,100966,,,,,,,N
GR,2087,2,2,100967,,,,,,,N
GR,2094,2,2,100968,,,,,,,N
GR,2101,1,2,100969,,,,,,,N
GR,2077,2,2,100970,,,,,,,N
GR,2081,2,2,100971,,,,,,,N
GR,2161,2,2,100972,,,,,,,N
GR,2131,3,2,100973,,,,,,,N
GR,2087,2,2,100974,,,,,,,N
UG,2141,1,1,100168,,,,,,,N
UG,2141,1,1,100975,,,,,,,N
GR,2071,2,2,100976,,,,,,,N
GR,2067,2,2,100977,,,,,,,N
GR,2171,2,2,100978,,,,,,,N
GR,2121,2,2,100979,,,,,,,N
GR,2131,3,2,100980,,,,,,,N
GR,2141,2,2,100981,,,,,,,N
GR,2131,2,2,100982,,,,,,,N
GR,2141,3,2,100983,,,,,,,N
GR,2111,2,2,100984,,,,,,,N
GR,2081,2,2,100985,,,,,,,N
GR,2087,2,2,100986,,,,,,,N
GR,2091,2,2,100987,,,,,,,N
GR,2101,2,2,100988,,,,,,,N
GR,2111,2,2,100989,,,,,,,N
GR,2111,3,2,100990,,,,,,,N
GR,2071,2,2,100991,,,,,,,N
GR,2091,2,2,100992,,,,,,,N
GR,2081,2,2,100993,,,,,,,N
GR,2071,1,2,100994,,,,,,,N
GR,2091,2,2,100995,,,,,,,N
GR,2081,2,2,100996,,,,,,,N
GR,2101,2,2,100997,,,,,,,N
GR,2171,2,2,100998,,,,,,,N
GR,2131,2,2,100999,,,,,,,N
GR,2081,2,2,101000,,,,,,,N
GR,2101,2,2,101001,,,,,,,N
GR,2091,3,2,101002,,,,,,,N
GR,2091,2,2,100128,,,,,,,N
GR,2091,2,2,101003,,,,,,,N
GR,2091,2,2,101004,,,,,,,N
GR,2091,2,2,101005,,,,,,,N
GR,2131,3,2,101006,,,,,,,N
GR,2141,1,2,101007,,,,,,,N
GR,2071,2,2,101008,,,,,,,N
UG,2151,1,1,101009,,,,,,,N
GR,2121,2,2,101010,,,,,,,N
GR,2061,2,2,101011,,,,,,,N
GR,2181,2,2,101012,,,,,,,N
GR,2181,2,2,102238,,,,,,,N
GR,2121,2,2,101013,,,,,,,N
GR,2134,1,2,101014,,,,,,,N
GR,2111,3,2,101015,,,,,,,N
GR,2131,1,2,101016,,,,,,,N
GR,2171,2,2,101017,,,,,,,N
GR,2124,1,2,101018,,,,,,,N
GR,2161,2,2,101019,,,,,,,N
GR,2111,1,2,101020,,,,,,,N
GR,2111,3,2,101021,,,,,,,N
GR,2121,1,2,101022,,,,,,,N
GR,2111,1,2,101023,,,,,,,N
GR,2181,2,2,101024,,,,,,,N
GR,2121,1,2,101025,,,,,,,N
GR,2131,2,2,101026,,,,,,,N
GR,2131,2,2,101027,,,,,,,N
GR,2131,2,2,101028,,,,,,,N
GR,2101,1,2,101029,,,,,,,N
GR,2101,2,2,101030,,,,,,,N
GR,2104,2,2,101031,,,,,,,N
GR,2121,2,2,101032,,,,,,,N
GR,2124,1,3,101033,,,,,,,N
GR,2181,1,2,101034,,,,,,,N
GR,2201,2,2,101035,,,,,,,N
GR,2111,2,2,101036,,,,,,,N
UG,2114,1,1,101037,,,,,,,N
GR,2151,2,2,101038,,,,,,,N
GR,2114,1,2,101039,,,,,,,N
GR,2107,2,2,101040,,,,,,,N
GR,2064,2,2,101041,,,,,,,N
GR,2084,1,2,101042,,,,,,,N
UG,2061,1,1,101043,,,,,,,N
UG,2061,1,1,103748,,,,,,,N
UG,2061,1,1,101044,,,,,,,N
GR,2101,2,2,101045,,,,,,,N
GR,2141,2,2,101046,,,,,,,N
GR,2141,3,2,101047,,,,,,,N
UG,2061,1,1,101048,,,,,,,N
GR,2061,1,2,101049,,,,,,,N
GR,2061,2,2,101050,,,,,,,N
GR,2141,3,2,101051,,,,,,,N
GR,2141,1,2,101052,,,,,,,N
GR,2107,2,2,101053,,,,,,,N
GR,2121,1,2,101054,,,,,,,N
GR,2121,2,2,101055,,,,,,,N
GR,2121,2,2,101056,,,,,,,N
GR,2151,1,2,101057,,,,,,,N
GR,2124,2,2,101058,,,,,,,N
GR,2111,2,2,101059,,,,,,,N
GR,2111,1,2,101060,,,,,,,N
GR,2131,1,2,101061,,,,,,,N
GR,2151,1,2,101062,,,,,,,N
GR,2141,2,2,101063,,,,,,,N
GR,2141,1,2,101064,,,,,,,N
GR,2151,1,2,101065,,,,,,,N
GR,2061,2,2,101066,,,,,,,N
GR,2061,1,3,101067,,,,,,,N
GR,2121,2,2,101068,,,,,,,N
GR,2081,2,3,101069,,,,,,,N
GR,2141,1,2,101070,,,,,,,N
GR,2114,2,2,101071,,,,,,,N
GR,2074,2,2,101072,,,,,,,N
GR,2121,2,2,101073,,,,,,,N
GR,2151,2,2,101074,,,,,,,N
GR,2174,1,2,101075,,,,,,,N
GR,2131,2,2,101076,,,,,,,N
UG,2141,1,1,101077,,,,,,,N
GR,2141,2,2,101078,,,,,,,N
GR,2161,2,2,101079,,,,,,,N
GR,2161,1,2,101080,,,,,,,N
GR,2181,1,2,101081,,,,,,,N
GR,2171,1,2,101082,,,,,,,N
GR,2141,2,2,101083,,,,,,,N
GR,2151,2,2,101084,,,,,,,N
GR,2181,5,3,101085,,,,,,,N
GR,2151,1,2,101086,,,,,,,N
GR,2141,2,2,101087,,,,,,,N
UG,2144,1,1,101088,,,,,,,N
GR,2181,1,2,101089,,,,,,,N
GR,2181,2,2,101090,,,,,,,N
GR,2151,2,2,101091,,,,,,,N
GR,2151,1,2,101092,,,,,,,N
UG,2161,1,1,101093,,,,,,,N
GR,2151,1,2,101094,,,,,,,N
GR,2161,1,2,101095,,,,,,,N
GR,2171,1,2,101096,,,,,,,N
GR,2167,1,2,101097,,,,,,,N
GR,2171,3,2,101098,,,,,,,N
GR,2171,1,2,101099,,,,,,,N
GR,2184,3,2,101100,,,,,,,N
GR,2181,1,2,101101,,,,,,,N
GR,2151,1,2,101102,,,,,,,N
GR,2171,3,2,101103,,,,,,,N
GR,2181,1,2,101104,,,,,,,N
GR,2171,1,2,101105,,,,,,,N
GR,2151,2,2,101106,,,,,,,N
GR,2161,3,2,101107,,,,,,,N
GR,2177,1,2,101108,,,,,,,N
UG,2161,1,1,101109,,,,,,,N
GR,2151,2,2,101110,,,,,,,N
GR,2081,1,2,101111,,,,,,,N
GR,2181,1,2,101112,,,,,,,N
GR,2177,1,2,101113,,,,,,,N
GR,2161,1,2,101114,,,,,,,N
GR,2161,2,2,101115,,,,,,,N
GR,2181,1,2,101116,,,,,,,N
GR,2171,3,2,101117,,,,,,,N
GR,2191,1,2,101118,,,,,,,N
GR,2191,1,2,101119,,,,,,,N
GR,2181,1,2,101120,,,,,,,N
GR,2161,1,2,101121,,,,,,,N
GR,2121,1,2,101122,,,,,,,N
GR,2101,2,2,101123,,,,,,,N
GR,2081,2,2,101124,,,,,,,N
GR,2197,1,2,101125,,,,,,,N
GR,2181,1,2,101126,,,,,,,N
GR,2191,1,2,101127,,,,,,,N
UG,2191,4,1,101128,,,,,,,N
GR,2181,2,2,101129,,,,,,,N
GR,2181,4,2,101130,,,,,,,N
GR,2181,1,2,101131,,,,,,,N
GR,2181,4,2,101132,,,,,,,N
GR,2191,1,2,101133,,,,,,,N
GR,2191,1,2,101134,,,,,,,N
GR,2191,1,2,101135,,,,,,,N
GR,2121,1,2,101136,,,,,,,N
GR,2071,2,2,101137,,,,,,,N
GR,2131,2,2,101138,,,,,,,N
GR,2151,2,2,101139,,,,,,,N
GR,2161,1,3,101140,,,,,,,N
GR,2171,1,3,101141,,,,,,,N
GR,2181,1,2,101142,,,,,,,N
GR,2191,1,2,101143,,,,,,,N
GR,2161,1,2,101144,,,,,,,N
GR,2151,3,2,101145,,,,,,,N
GR,2151,2,2,101146,,,,,,,N
GR,2161,2,2,101147,,,,,,,N
GR,2161,2,2,101148,,,,,,,N
GR,2061,1,3,101149,,,,,,,N
GR,2191,1,2,101150,,,,,,,N
GR,2071,1,2,101151,,,,,,,N
GR,2171,1,2,101152,,,,,,,N
GR,2191,1,2,101153,,,,,,,N
GR,2191,1,2,101154,,,,,,,N
GR,2191,1,2,101155,,,,,,,N
GR,2061,2,2,101156,,,,,,,N
GR,2111,2,2,101157,,,,,,,N
GR,2061,1,3,101158,,,,,,,N
GR,2061,2,2,101159,,,,,,,N
GR,2061,2,2,101160,,,,,,,N
GR,2131,1,2,101161,,,,,,,N
GR,2131,1,2,101162,,,,,,,N
GR,2061,2,2,101163,,,,,,,N
GR,2067,2,2,101164,,,,,,,N
GR,2161,1,2,101165,,,,,,,N
GR,2161,2,2,101166,,,,,,,N
GR,2071,2,2,101167,,,,,,,N
GR,2071,3,2,101168,,,,,,,N
GR,2091,2,2,101169,,,,,,,N
GR,2121,2,2,101170,,,,,,,N
UG,2087,1,1,101171,,,,,,,N
GR,2081,2,2,101172,,,,,,,N
GR,2061,2,2,101173,,,,,,,N
GR,2081,2,2,101174,,,,,,,N
GR,2081,1,2,101175,,,,,,,N
GR,2061,2,2,101176,,,,,,,N
GR,2081,2,2,101177,,,,,,,N
GR,2061,3,2,101178,,,,,,,N
UG,2094,1,1,101179,,,,,,,N
GR,2091,2,2,101180,,,,,,,N
GR,2061,2,3,101181,,,,,,,N
GR,2111,2,2,101182,,,,,,,N
UG,2061,1,1,101183,,,,,,,N
GR,2061,2,2,101184,,,,,,,N
GR,2061,1,2,101185,,,,,,,N
GR,2104,2,2,101186,,,,,,,N
GR,2064,2,2,101187,,,,,,,N
GR,2061,2,2,101188,,,,,,,N
GR,2121,2,2,101189,,,,,,,N
GR,2101,2,2,101190,,,,,,,N
GR,2061,2,2,101191,,,,,,,N
GR,2064,2,2,101192,,,,,,,N
GR,2067,2,2,101193,,,,,,,N
GR,2061,2,2,101194,,,,,,,N
GR,2061,2,2,101195,,,,,,,N
UG,2061,1,1,101196,,,,,,,N
GR,2061,2,2,101197,,,,,,,N
UG,2061,1,1,101198,,,,,,,N
GR,2151,2,2,101199,,,,,,,N
GR,2061,2,2,101200,,,,,,,N
GR,2061,2,2,101201,,,,,,,N
GR,2077,2,2,101202,,,,,,,N
GR,2081,2,2,101203,,,,,,,N
GR,2067,2,2,101204,,,,,,,N
GR,2061,2,2,101205,,,,,,,N
GR,2061,2,2,101206,,,,,,,N
GR,2061,2,2,101207,,,,,,,N
GR,2061,2,2,101208,,,,,,,N
GR,2061,1,3,101209,,,,,,,N
GR,2131,2,2,101210,,,,,,,N
GR,2091,2,2,101211,,,,,,,N
GR,2091,2,2,101212,,,,,,,N
GR,2101,2,2,101213,,,,,,,N
GR,2104,2,2,101214,,,,,,,N
GR,2101,2,2,101215,,,,,,,N
GR,2067,2,2,101216,,,,,,,N
GR,2081,2,2,101217,,,,,,,N
GR,2101,3,2,101218,,,,,,,N
GR,2071,2,2,101219,,,,,,,N
GR,2181,2,2,101220,,,,,,,N
UG,2061,1,1,101221,,,,,,,N
GR,2071,2,2,101222,,,,,,,N
GR,2064,2,2,101223,,,,,,,N
GR,2071,3,2,101224,,,,,,,N
GR,2087,2,2,101225,,,,,,,N
GR,2067,2,2,101226,,,,,,,N
GR,2061,1,3,101227,,,,,,,N
GR,2071,2,2,101228,,,,,,,N
GR,2121,2,2,101229,,,,,,,N
GR,2091,2,2,101230,,,,,,,N
GR,2091,2,2,101231,,,,,,,N
GR,2091,3,2,101232,,,,,,,N
GR,2081,2,2,101233,,,,,,,N
GR,2081,2,2,101234,,,,,,,N
GR,2087,3,2,101235,,,,,,,N
UG,2064,1,1,101236,,,,,,,N
GR,2067,2,2,101237,,,,,,,N
GR,2081,2,2,101238,,,,,,,N
GR,2061,2,2,101239,,,,,,,N
GR,2097,1,2,101240,,,,,,,N
GR,2061,1,3,101241,,,,,,,N
GR,2081,1,2,101242,,,,,,,N
GR,2081,2,2,101243,,,,,,,N
GR,2061,2,2,101244,,,,,,,N
GR,2077,2,2,101245,,,,,,,N
GR,2077,2,2,101246,,,,,,,N
GR,2081,1,3,101247,,,,,,,N
GR,2067,2,2,101248,,,,,,,N
GR,2071,2,2,101249,,,,,,,N
GR,2131,2,2,101250,,,,,,,N
GR,2091,2,2,101251,,,,,,,N
GR,2094,1,2,101252,,,,,,,N
GR,2101,2,2,101253,,,,,,,N
GR,2087,2,2,101254,,,,,,,N
UG,2061,1,1,101255,,,,,,,N
GR,2091,3,2,101256,,,,,,,N
GR,2091,2,2,101257,,,,,,,N
UG,2094,1,1,101258,,,,,,,N
UG,2094,1,1,102098,,,,,,,N
GR,2111,2,2,101259,,,,,,,N
GR,2111,1,2,101260,,,,,,,N
GR,2121,3,2,101261,,,,,,,N
GR,2121,2,2,101262,,,,,,,N
GR,2121,2,2,101263,,,,,,,N
UG,2061,1,1,101264,,,,,,,N
GR,2061,2,2,101265,,,,,,,N
GR,2131,1,2,101266,,,,,,,N
GR,2151,1,2,101267,,,,,,,N
GR,2167,1,2,101268,,,,,,,N
GR,2141,2,2,101269,,,,,,,N
GR,2154,1,2,101270,,,,,,,N
GR,2081,2,2,101271,,,,,,,N
GR,2061,2,2,101272,,,,,,,N
GR,2067,2,2,101273,,,,,,,N
GR,2094,3,2,101274,,,,,,,N
GR,2101,2,2,101275,,,,,,,N
GR,2087,2,2,101276,,,,,,,N
UG,2084,1,1,101277,,,,,,,N
GR,2061,2,2,101278,,,,,,,N
GR,2091,2,2,101279,,,,,,,N
GR,2081,2,2,101280,,,,,,,N
GR,2097,2,2,101281,,,,,,,N
GR,2094,2,2,101282,,,,,,,N
GR,2101,1,3,101283,,,,,,,N
GR,2084,2,2,101284,,,,,,,N
GR,2171,2,2,101285,,,,,,,N
GR,2091,2,2,101286,,,,,,,N
GR,2181,1,2,101287,,,,,,,N
GR,2161,1,2,101288,,,,,,,N
GR,2131,2,2,101289,,,,,,,N
GR,2141,2,2,101290,,,,,,,N
GR,2061,2,2,101291,,,,,,,N
GR,2101,2,2,101292,,,,,,,N
GR,2117,2,2,101293,,,,,,,N
GR,2081,2,2,101294,,,,,,,N
GR,2091,2,2,101295,,,,,,,N
UG,2144,1,1,101296,,,,,,,N
GR,2131,2,2,101297,,,,,,,N
GR,2131,3,2,101298,,,,,,,N
GR,2111,2,2,101299,,,,,,,N
GR,2111,2,2,101300,,,,,,,N
GR,2121,2,2,101301,,,,,,,N
GR,2121,1,2,101302,,,,,,,N
UG,2121,1,1,101303,,,,,,,N
GR,2067,2,2,101304,,,,,,,N
GR,2161,2,2,101305,,,,,,,N
GR,2081,2,2,101306,,,,,,,N
GR,2101,2,2,101307,,,,,,,N
GR,2134,1,2,101308,,,,,,,N
GR,2171,1,2,101309,,,,,,,N
GR,2124,2,2,101310,,,,,,,N
GR,2111,2,2,101311,,,,,,,N
