course_id,name,description,level_id,plan_id
105844,COMPUTER OPERATING SYSTEMS,"An in-depth study of the control abstractions in modern operating systems and the issues involved in efficient implementation of those abstractions.  Topics will include concurrency and its control, memory management, resource management, and structure of distributed and parallel operating systems.  These topics will be developed through the lectures, assigned readings from the literature, and an examination of actual operating systems.",GR,4
105845,ADV COMPUTER OPERATING SYSTEMS 1,"AN IN-DEPTH STUDY OF THE CONTROL ABSTRACTIONS IN MODERN OPERATING SYSTEMS AND THE ISSUES INVOLVED IN EFFICIENT IMPLEMENTATION OF THOSE ABSTRACTIONS.  TOPICS WILL INCLUDE CONCURRENCY AND ITS CONTROL, MEMORY MANAGEMENT, RESOURCE MANAGEMENT, AND STRUCTURE OF OPERATING SYSTEMS.  THESE TOPICS WILL BE DEVELOPED THROUGH THE LECTURES, ASSIGNED READINGS FROM THE LITERATURE, AND AN EXAMINATION OF ACTUAL OPERATING SYSTEMS.",GR,4
105846,ADV COMPUTER OPERATING SYSTEMS 2,"TOPICS CONCERNING STATE-OF-ART OPERATING SYSTEMS. PROCESS SYNCHRONIZATION, CONCURRENCY, DEADLOCK, VIRTUAL MEMORY SYSTEMS, DISTRIBUTED OPERATING SYSTEMS, ARCHITECTURAL SUPPORT FOR OPERATING SYSTEMS, PERFORMANCE EVALUATION AND MODELING OF COMPUTER SYSTEMS ARE REPRESENTATIVE TOPICS. DISCUSSION OF PAPERS FROM THE CURRENT LITERATURE.",GR,4
105847,WIDE AREA NETWORKS,"The course provides an understanding of the basic principles of broadband networks.  It will introduce protocols suitable for broadband networks, with emphasis on atm.  Other technologies, such as frame relay and smds, will be discussed. The course will also address important design issues for high speed networks including characterizations of (a) network traffic and its implications on network design, and (b) application performance objectives, traffic policing, and congestion control algorithms that can meet those diverse objectives.",GR,4
105848,COMPUTER ARCHITECTURE,"A STUDY OF THE HARDWARE STRUCTURE OF COMPUTER SYSTEMS AND SUBSYSTEMS.  TOPICS INCLUDE PROCESSOR ARCHITECTURE, PARALLELISM AND PIPELINING, CACHE AND MAIN MEMORY ORGANIZATION, IO CONTROLLERS AND IO PROCESSORS, AND INTERCONNECTION STRUCTURES.",GR,4
105849,ADVANCED COMPUTER ARCHITECTURE,"TO STUDY THE ARCHITECTURE OF HIGH-PERFORMANCE, GENERAL PURPOSE COMPUTERS AND SPECIAL-PURPOSE COMPUTING STRUCTURES. TOPICS INCLUDE:  MULTIPROCESSOR SYSTEMS, DISTRIBUTED SYS TEMS, DATA FLOW COMPUTERS, VLSI COMPUTING STRUCTURES, AND CURRENT RESEARCH TOPICS IN COMPUTER ARCHITECTURE.",GR,4
105850,PRINCIPLES OF DATABASE SYSTEMS,"The main objective of this course is to provide an in-depth knowledge of database management systems design.  Topics covered at length are concurrency control including concurrency on structured data, recovery and query optimization. Some important aspects of distributed databases are discussed, including distributed concurrency control and fault tolerance.",GR,4
105851,TRANSACTION-ORIENTED COMPUTING,"DISTRIBUTED SYSTEMS ARE EXPECTED TO PROVIDE HIGH RELIABILITY & HIGH PERFORMANCE WHILE BEING HIGHLY FLEXIBLE IN SUPPORTING APPLICATIONS WITH DIFFERENT CHARACTERISTICS.  EXPERIENCE HAS SHOWN THAT RELIABILITY AND PERFORMANCE REQUIREMENTS CAN BE ACHIEVED BY STRUCTURING SYSTEMS USING THE NOTION OF TRANS ACTIONS.  THIS COURSE WILL STUDY THE CONCEPTS & IMPLEMENTA TION TECHNIQUES OF TRANSACTION-ORIENTED COMPUTING INCLUD ING STATE-OF-THE-ART, HENCE GIVING THE STUDENTS AN UNDER STANDING OF HOW LARGE, DISTRIBUTED, HETEROGENEOUS COMPUTER SYSTEMS CAN BE MADE TO WORK RELIABLY AND EFFICIENTLY.",GR,4
105852,INTERACTIVE COMPUTER GRAPHICS,"THIS COURSE INCLUDES: DESCRIPTION OF TYPES, CHARACTERISTICS, AND PURPOSES OF INTERACTIVE GRAPHICS DEVICES AND SYSTEMS; DISCUSSION OF SELECTED TOPICS ON GRAPHICS-ORIENTED HARDWARE, SOFTWARE, DATA STRUCTURES, AND SYSTEM CONFIGURATION; PRESENTATION OF IMPORTANT TECHNIQUES SUCH AS SCALING, TRANSLATION, ROTATION, CLIPPING, WINDOWING, AND HIDDEN-LINE REMOVAL, TOGETHER WITH APPLICABLE 2D AND 3D MATHEMATICAL METHODS AND PSYCHOLOGICAL CONSIDERATIONS; APPLICATIONS WORK INVOLVING LOCALLY-AVAILABLE GRAPHICS EQUIPMENT.",GR,4
105853,VISUAL LANGUAGES AND PROGRAMMING,"THIS COURSE WILL INCLUDE FUNDAMENTALS OF FORMAL LANGUAGE THEORY, ICONIC AND SYMBOLIC REPRESENTATIONS, FORMAL THEORY OF ICONIC SYSTEMS, ICON OPERATORS AND SEMANTICS, ICON ORIENTED SYSTEM COMPILER FOR VISUAL INTERFACE DESIGN, COMPUTER GRAPHICS AND VISUAL PROGRAMMING, ISSUES IN THE DESIGN OF VISUAL PROGRAMMING SYSTEMS, VISUAL DATABASE SYSTEMS, ICONIC INDEXING, AND ADVANCED TOPICS.",GR,4
105854,PARALLEL COMPUTING,"IN THIS COURSE, MANY TOPICS RELATED TO PARALLEL COMPUTING ARE STUDIED.  TOPICS OF SPECIFIC INTEREST INCLUDE: THEORETICAL STUDY OF INTERCONNECTION NETWORKS, THE DESIGN OF PARALLEL ALGORITHMS, ROUTING AND DEADLOCK AVOIDANCE IN DATA DEPENDENT COMPUTATIONAL ARRAYS, ASSIGNMENT OF TASKS TO PROCESSORS, FAULT TOLERANCE IN COMPUTATIONAL ARRAYS AND ARTIFICIAL NEURAL NETWORKS.",GR,4
105855,PRINCIPLES DISTRIBUTED SYSTEMS,THIS COURSE DEALS WITH THE FOUNDATIONS OF DISTRIBUTED SYSTEMS.  EMPHASIS IS ON THE DESIGN OF PROTOCOLS TO SOLVE CERTAIN FUNDAMENTAL PROBLEMS.  PROTOCOL DESIGN IN FAULT-FREE AND FAULT-PRONE ENVIRONMENTS WILL BE STUDIED.  QUESTIONS CONSIDERED RANGE FROM TOPOLOGICAL PROPERTIES TO FILE MANAGEMENT.  RECENT DEVELOPMENTS WITH PROMISE WILL ALSO BE DEALT WITH.,GR,4
105856,INTERFACE DESIGN & EVALUATION,"This course covers methodology for the modeling, specification, design, measurement, and evaluation of Human-Computer Interfaces (HCI).  Included topics are:  interaction models and modes, conceptual/logical/physical interface structures, objectively measurable interface patterns, and criteria for interface evaluation.  HCI relationships to software engineering and artificial intelligence are highlighted.",GR,4
105857,DISTRIBUTED MULTI-MEDIA SYSTEMS,"The emphasis of this course is on modeling and design of distributed multimedia systems.  A framework is presented for data management, multimedia information management, knowledge management, communications management, activities management, interface management and applications to distributed systems, real-time systems, multi-media systems and information retrieval systems design.",GR,4
105858,FOUNDTNS OF ARTIFICIAL INTELLGNC,"This course covers the foundational techniques in artificial intelligence, including:  problem definition and analysis, heuristic search, adversarial search, knowledge representation, planning and constraint satisfaction, and methods for reasoning under uncertainty.  Attention will be given to the roles of these techniques in the design of intelligent agents.",GR,4
105859,FOUNDTNS OF ARTIFICIAL INTELLGNC,"THE PRINCIPAL TOPICS OF AI ARE:  REPRESENTATION KNOWLEDGE, REASONING AND PROBLEM SOLVING, KNOWLEDGE ACQUISITION AND MACHINE LEARNING, ROBOTICS, AND NATURAL LANGUAGE UNDERSTAND ING.  THIS COURSE SURVEYS THESE AREAS IN ORDER TO PROVIDE AN UNDERSTANDING OF ARTIFICIAL INTELLIGENCE METHODS AND RESEARCH PROBLEMS.  SPECIFIC TOPICS INCLUDE:  ACTION AND OBJECT-CENTERED REPRESENTATIONS, THE SEARCH PARADIGM, PLAN NING AND CONSTRAINT SATISFACTION, QUALITATIVE REASONING, ANALOGICAL REASONING, DEFAULT REASONING, INDUCTION, OTHER METHODS OF LEARNING, AND KNOWLEDGE ENGINEERING.",GR,4
105860,KNOWLEDGE REPRESENTATION,"THE COURSE WILL PRESUPPOSE FAMILIARITY WITH AI PROGRAMMING TECHNIQUES AND RESEARCH METHODS.  SPECIFIC TOPICS INCLUDE: LOGIC-BASED REPRESENTATIONS, SEMANTIC NETWORKS, FRAME-BASED REPRESENTATIONS, RULE-BASED METHODS, OBJECT-ORIENTED METHODS CONCEPTUAL DEPENDENCY NETWORKS, NONMONOTONIC REASONING, AND SPECIFIC ISSUES IN THE REPRESENTATION OF CAUSAL, TEMPORAL, AND SPATIAL RELATIONS.",GR,4
105861,INTRO TO NATURAL LANG PROCESSING,"THIS COURSE PROVIDES AN INTRODUCTION TO THE FIELD OF NATURAL LANGUAGE PROCESSING (NPL).  WE WILL USE NATURAL LANGUAGE UNDERSTANDING AS A VEHICLE TO INTRODUCE THE THREE MAJOR SUB FIELDS OF NLP:  SYNTAX (WHICH CONCERNS ITSELF WITH DETERMIN ING THE STRUCTURE OF A SENTENCE), SEMANTICS (WHICH CONCERNS ITSELF WITH DETERMINING THE EXPLICIT MEANING OF A SINGLE SENTENCE), AND PRAGMATICS (WHICH CONCERNS ITSELF WITH DERI VING THE IMPLICIT MEANING OF A SENTENCE WHEN IT IS USED IN A SPECIFIC DISCOURSE CONTEXT).",GR,4
105862,"PLANNING, PROB SOLVING, & SEARCH","AN INTERMEDIATE-LEVEL PRESENTATION OF AI TECHNIQUES IN REASONING APPLICATIONS.  THE COURSE WILL PRESUPPOSE THOROUGH FAMILIARITY WITH LISP AND WITH GENERAL ISSUES IN AI. SPECIFIC TOPICS INCLUDE:  SEARCH, CONSTRAINT SATISFACTION, THEOREM PROVING, REASON MAINTENANCE, STRIPS-BASED PLANNERS, TEMPORAL REPRESENTATIONS, REACTIVE PLANNERS AND PLANNERS THAT LEARN.  THE COURSE WILL BE ORIENTED TOWARDS APPLICA TIONS IN SYSTEM BUILDING, AND WILL INVOLVE INTENSIVE WORK ON PROJECTS.",GR,4
105863,INTRO NATURAL LANGUAGE PROCSSNG,"This course provides an introduction to the field of Natural Language Processing (NLP) - the creation of computer programs that can understand, generate, and learn natural language. Natural language understanding will be used as a vehicle to introduce the three major subfields of NLP: syntax, semantics, and pragmatics. The course will introduce both knowledge-based and statistical methods for NLP, and will illustrate the use of such methods in a variety of application areas.",GR,4
105864,THEORY OF LEARNING ALGORITHMS 1,"THE PURPOSE OF THIS COURSE IS TO PRESENT FUNDAMENTAL RESULTS REGARDING THE LEARNING CAPABILITIES OF COMPUTER PROGRAMS. BASIC RESULTS FROM COMPUTATION THEORY AND LOGIC ARE LANGUAGES, AUTOMATA THEORY AND LOGIC ARE FIRST PRESENTED. THESE ARE THEN USED TO SHOW THE LIMITATIONS AND THE CAPABILITIES OF ALGORITHMIC STRATEGIES FOR VARIOUS LEARNING ENVIRONMENTS INCLUDING PROGRAM SYNTHESIS, LANGUAGE ACQUISITION AND IDENTIFICATION OF FINITE STATE MACHINES.",GR,4
105866,MACHINE LEARNING,"This course will give an overview of many techniques and algorithms in machine learning, beginning with topics such as linear and logistic regression, multi-layer neural networks and ending up with more recent topics such as boosting and support vector machines.  The basic ideas and intuition behind modern machine learning methods, as well as, a more formal understanding of how and why they work will be covered.  Students will have an opportunity to experiment with various machine learning techniques or apply them to a selected problem or domain in the context of a term project.",GR,4
105867,PATTERN RECOGNITION,"EMPHASIS ON MACHINE PATTERN ANALYSIS AND RECOGNITION; DECISION-THEORETIC AND DISCRIMINANT APPROACH; PARAMETER ESTIMATION AND SUPERVISED LEARNING; NON-PARAMETRIC METHODS; UNSUPERVISED LEARNING; CLUSTERING; IMAGE PROCESSING; SCENE ANALYSIS, HEURISTIC AND SYNTACTIC APPROACHES.",GR,4
105868,INFORMATION PROCESSING SYSTEMS,"MODELS OF INFORMATION SYSTEMS, DATA MANAGEMENT AND MULTI MEDIA INFORMATION MANAGEMENT, KNOWLEDGE MANAGEMENT, INFORMATION EXCHANGE MODEL AND COMMUNICATIONS MANAGEMENT, OFFICE PRODEDURE MODEL AND ACTIVITIES MANAGEMENT, INTERFACE MANAGEMENT.  APPLICATIONS TO DISTRIBUTED INFORMATION SYSTEMS REAL-TIME SYSTEMS, MULTI-MEDIA INFORMATION SYSTEMS AND INFORMATION RETRIEVAL SYSTEMS DESIGN.  KNOWLEDGE-BASED SOFTWARE ENGINEERING METHODS IN INFORMATION SYSTEMS DESIGN.",GR,4
105869,GRADUATE INTERNSHIP,"A professional internship may be taken at any time during the course of graduate study.  Ph.D. students may take this course up to two times for credit, MS students may take it at most once.",GR,4
105870,MASTER'S DIRECTED PROJECT,A PROJECT UNDER THE SUPERVISION OF A FACULTY MEMBER OR A GROUP OF FACULTY MEMBERS.,GR,4
105871,MS PROJECT,A project under the supervision of a faculty member or a group of faculty members.,GR,4
105872,INDEPENDENT STUDY,This course involves study which is approved by the faculty adviser but carried out independently by student.,GR,4
105873,RESEARCH AND DISSERTATION PHD,Any adjunct or full member of the graduate faculty of the department may direct doctoral dissertations.,GR,4
105874,RESEARCH METHODS IN COMPUTER SCI,"The course will give students a framework and skills for conducting independent research in cs.  The essential steps in defining and conducting research will be discussed, with emphasis on writing research proposals and papers.  Both empirical and theoretical research will be discussed, with special attention paid to the nature of empirical and theoretical demonstrations in support of thesis statement.  Topics include defining a research topic, writing a research proposal, testing hypotheses, writing and reviewing research papers, presenting ideas, & the ethical conduct of research.",GR,4
105875,ADV TOPICS THEORY OF COMPUTATION,"A continuation of the study of the theoretical issues of computer science.  Topics include computational complexity, determinism versus non-determinism, the p=np question, for mal languages, and inductive inference.",GR,4
105876,THEORY OF LEARNING ALGORITHMS,"The purpose of this course is to present fundamental results regarding the learning capabilities of computer programs. Basic results from computation theory, formal languages, automata theory and logic are first presented.  These are then used to show the limitations and the capabilities of algorithmic strategies for various learning environments including program synthesis, language acquisition and identification of finite state machines.",GR,4
105877,CRYPTOGRAPHY: THEORY TO PRACTICE,"The goal of this course is to understand and apply various techniques in cryptography to problems in many aspects of computing.  Some examples are:  login, email, sharing/splitting secrets, digital signatures, and micro-cash.  Starting from basic mathematical foundation, such as hardness of some number theoretic problems, the course will cover cryptographic protocols, cryptographic techniques and cryptographic algorithms.",GR,4
105878,ADV TOPCS DSGN & ANALYS ALGORTHM,This course covers recent results in the design and analysis of algorithms.  The contents change from term to term.,GR,4
105880,ADV TOPICS PROGRAMMING LANGUAGES,"Advanced program representations & program analysis techniques for compilers, optimizers, software tools & parallel systems.  Analysis techniques include advanced register allocation algorithms, data flow frameworks & techniques, optimizing algorithms & slicing techniques.  Program representations include various types of dependence graphs & static single assignment.  Analyses & code improving transformations for various types of parallel architectures including VLIW, superscalar, shared memory & distributed memory machines.  Current research topics in prog languages.",GR,4
105881,COMPILING TECHNQS/PARALLEL SYMS,"This course will study techniques used in the design of parallelizing compilers.  Techniques for computing dependencies and program representations suitable for parallelizing software will be presented.  Topics will include detection of fine and coarse parallelism, program transformations and scheduling techniques to exploit parallelism, on shared and distributed memory architectures, and techniques for debugging parallel software.",GR,4
105882,ADVANCED COMPILER TECHNIQUES,"Continuation of compiler construction techniques including efficient code generation, register allocation, data flow analysis, and code optimization.  Advanced data flow analysis techniques for programming environments and software tools.  Current topics in compiler research such as program representations and array analysis techniques for high-performance architectures.",GR,4
105883,ADV TOPICS/SOFTWARE ENGINEERING,"This course will deal with the conversion of software specifications into software products, under particular consideration of testing, quantitative approaches to software quality, and transformational development of software.",GR,4
105884,SPECIFCTN & DESGN OF SOFTWR SYMS,"Principles of specification, components of a software system; specification and life-cycle models; specification methodologies for programming in the small, specification methodologies for information systems and control systems; the process of specification; validation methodologies; research topics.",GR,4
105885,MODELING AND SIMULATION,"The background justification, definitions, and uses of modeling and simulation are detailed.  Topics range from system conceptualization, purposeful representation, and modeling to implementation, validation, and processing of the simulation model.  Primary attention is paid to dynamic discrete systems, although continuous systems are also covered.  Examples are drawn from a variety of application fields. Methodological approaches are emphasized.  Students are required to implement and test a substantial simulation model.",GR,4
105886,ADVANCED TOPICS IN AI,PLANNING PROBLEM SOLVING AND SEARCH:  AN INTERMEDIATE-LEVEL PRESENTATION OF AI TECHNIQUES IN REASONING APPLICATIONS THE COURSE WILL PRESUPPOSE THOROUGH WORKING FAMILIARITY WITH COMMON LISP AND WITH GENERAL ISSUES IN AI AND THE USE OF KNOWLEDGE REPRESENTATION TECHNIQUES.  ATTENTION WILL BE GIVEN TO METHODS FOR ANALYZING AND TESTING ALGORITHMS.  THE COURSE WILL BE ORIENTED TOWARDS APPLICATIONS IN SYSTEM BUILDING AND WILL INVOLVE INTENSIVE WORK ON PROJECTS.,GR,4
105887,ADV TOPICS COMPUTER ARCHITECTURE,This course will survey current topics in computer architecture.,GR,4
105888,FAULT TOLERANT PARLEL DISTBD SYS,"This course deals with the study of the principles of fault tolerant computing.  Topics include:  error detecting and correcting codes, hardware, software and time redundancy techniques, fault tolerant multiprocessors, system diagnosis and fault tolerance software, fault tolerance in distributed and real-time systems and performance and reliability evaluation techniques.",GR,4
105890,ADV TOPICS IN OPERATING SYSTEMS,"An in-depth study of specific topics of modern operative systems, the theory behind them, and their implementation. Topics may include advanced concepts in distributed systems, multimedia systems, file systems, resource management, distributed shared memory, among others.",GR,4
105891,ADV TOPICS IN COMPUTER NETWORKS,"This course focuses on advanced topics in high speed, integrated networks.  Topics include service and traffic types, traffic characterization, access control and traffic policing, switching, traffic bounds and effective capacity, congestion control strategies, and performance analysis of high-speed integrated networks.",GR,4
105892,ADV TOPCS SENSING/UBIQUITOUS TEC,"This course will focus on the fundamental issues related to designing and analyzing sensor networks and applications. Topics include but are not limited to:  driving applications for sensor nets; wireless networking issues; directed diffusion, aggregation, and data dissemination; power aware routing computing and communication; hardware and software platform and tools.",GR,4
105893,ADV TOPCS DISTBD & REAL-TIME SYS,"This course will introduce the students to the foundations of real-time systems.  The emphasis is on understanding predictability and resource management, at the level of the processor, network, memory, disks, i/o devices, etc.  Fault tolerance is another main emphasis of the course, since it is a requirement for real-time behavior.  Specific real-time fault-tolerant schemes will be discussed.",GR,4
105894,ADV TOPCS CONCUR & DISTBD CMPTNG,"Topics will include algorithms and impossibility results concerning mutual exclusion, barrier synchronization, lock free synchronization, fault-tolerance, self-stabilization, and verification of concurrent programs.  Other topics to be determined according to the interests of the students.",GR,4
105895,SEM:ADV TOPICS IN COMPUTER ARCH,"THIS COURSE DEALS WITH CURRENT RESEARCH TOPICS IN COMPUTER ARCHITECTURE.  THE AREAS OF COVERAGE INCLUDE:  PRINCIPLES AND TECHNIQUES OF HIGH-PERFORMANCE COMPUTERS, APPLICATION SPECIFIC ARCHITECTURES, MAPPING OF PROBLEMS TO ARCHITEC TURES, AND TECHNOLOGY DRIVEN ISSUES.  SPECIFIC TOPICS MAY CHANGE FROM TIME TO TIME.",GR,4
105896,ADV TOPICS IN MANAGEMENT OF DATA,"The course is devoted to a reevaluation of traditional database techniques and the examination of emerging approaches for the reliable and efficient data management in large distributed systems.  Examples of such systems include multi databases, mobile and multimedia databases, and advanced OS and AI.  Topics include object management, workflows and extended transactions, semantics-based concurrency control and recovery, active and real-time database techniques.  The concepts will be examined within the context of a state-of the-art system.",GR,4
105897,ADV TOPICS IN DISTBD INFOR SYS,"This course focuses on emerging technologies for large scale, distributed information systems.  Topics to be examined include data and information modeling, heterogeneous data integration, data distribution, caching and replication, web databases, distributed query processing and searching, multimodal access, quality of data, content networks, and pervasive data management.",GR,4
105898,VISUAL LANG & VISUAL PROGRAMMING,"Fundamentals of formal language theory, iconic and symbolic representations, formal theory of iconic systems, icon operators, icon semantics, icon-oriented system compiler for visual interface design, computer graphics and visual programming, issues in the design of visual programming systems, visual programming in the future.",GR,4
105899,SEM:ADV TOPICS/COMPUTER GRAPHICS,"THIS COURSE COVERS CURRENT RESEARCH TOPICS IN COMPUTER GRAPHICS.  TOPICS COVERED WILL INCLUDE SOME OR ALL OF THE FOLLOWING:  ANIMATION, FRACTALS, IMAGE PROCESSING, INTERACTIVE GRAPHICS AND VIRTUAL REALITY, PHOTOREALISTIC RENDERING, RADIOSITY, RAY TRACING, AND SOLID MODELING.",GR,4
105901,SEM: ADV TOPC PARALLEL COMPUTING,"Different topics related to parallel and systolic computations will be covered at various levels of details. Example of such topics are:  architectures of parallel processors and VISI computational networks, languages and programming environments for parallel systems, the design and analysis of parallel and systolic algorithms, reconfigurable and data driven processor arrays, complexity measures of VISI computations, and the application of parallel processors to supercomputing.",GR,4
105905,VISUAL LANGUAGES AND PROGRAMMING,"This course covers the fundamentals of visual language theory, iconic and symbolic representations, parsing techniques, semantics and pragmatics of visual languages, visual programming systems, visual querying systems, visual information systems and knowledge-based visualization.",GR,4
105906,ADV TOPICS ARTIFICIAL INTELLGNC,This course will survey current topics in artificial intelligence.,GR,4
105907,ADVANCED TOPICS IN INTERNET OF THINGS,"A practical course in expert systems involving discussions of fundamentals of building expert systems, discussion of open problems, and designing and building a protype expert system.",GR,4
105908,ADV TOPCS NATURAL LANG PROCSSNG,"Natural language processing (NLP) is primarily concerned with creating computer programs that interact with human languages.  The objective of this course is to continue the studies of natural language processing (NLP), to explore selected topics among syntax, semantics, and pragmatics more deeply, and to discuss recent advances in (NLP).",GR,4
105909,KNOWLEDGE REPRESENTATION,"The course will presuppose familiarity with AI programming techniques and research methods.  Specific topics include: logic-based representations, semantic networks, frame-based representations, rule-based methods, object-oriented methods, conceptual dependency networks, nonmonotonic reasoning, and specific issues in the representation of casual, temporal, and spatial relations.",GR,4
105910,SEM: TOPICS IN KNOWLEDGE ENGRG 1,"THIS SEMINAR WILL DISCUSS MAJOR TOPICS IN KNOWLEDGE ENGINEERING, INCLUDING PHILOSOPHICAL PROBLEMS, KNOWLEDGE REPRESENTATION, AND AVAILABLE HARDWARE AND SOFTWARE PLATFORMS.  CENTRAL FOCUS WILL BE THEORY AND TECHNIQUES OF KNOWLEDGE ACQUISITION.",GR,4
105911,SEM: TOPICS IN KNOWLEDGE ENGRG 2,"CONTINUATION OF DISCUSSIONS IN MAJOR TOPICS:  KNOWLEDGE ENGINEERING, INCLUDING PHILOSOPHICAL PROBLEMS, KNOWLEDGE REPRESENTATION, AND AVAILABLE HARDWARE AND SOFTWARE PLATFORMS.  CENTRAL FOCUS WILL BE THEORY AND TECHNIQUES OF KN0WLEDGE ACQUISITION.",GR,4
105912,ADV TOPICS IN MACHINE LEARNING,"This course will survey advanced topics in machine learning, for example, inductive learning, reinforcement learning, and neural network learning.",GR,4
105914,PATTERN RECOGNITION,"Emphasis on machine pattern analysis and recognition; decision-theoretic and discriminant approach; parameter estimation and supervised learning; non-parametric methods; unsupervised learning; clustering; image processing; scene analysis, heuristic and syntactic approaches.",GR,4
105915,PHD DIRECTED STUDY,The course may involve a project under the supervision of a faculty member.,GR,4
105916,DIRECTED STUDY,THE COURSE MAY INVOLVE A PROJECT UNDER THE SUPERVISION OF A FACULTY MEMBER.,GR,4
105917,INTRO COMPUTER PROGRMMNG-FORTRAN,"THIS INTRODUCTORY COURSE IS DESIGNED FOR ANY STUDENTS INTENDING TO MAJOR IN AN AREA OTHER THAN COMPUTER SCIENCE. COURSE OBJECTIVES:  PROBLEM ANALYSIS AND THE DEVELOPMENT OF ALGORITHMS; DESIGNING, CODING, AND DOCUMENTING PROGRAMS USING TECHNIQUES OF GOOD PROGRAMMING STYLE; LEARNING THE FORTRAN LANGUAGE; LEARNING BASIC CONCEPTS OF STRUCTURED PROGRAMMING.",UG,4
105918,INTRO COMPUTER PROGRMMNG-COBOL,"THIS IS A FIRST COURSE IN COMPUTER SCIENCE.  IT IS DESIGNED ESPECIALLY FOR STUDENTS MAJORING IN AN AREA OF BUSINESS OR WHO ARE INTERESTED IN BUSINESS APPLICATIONS OF COMPUTER SCIENCE.  OBJECTIVES OF THIS COURSE INCLUDE:  PROBLEM ANALYSIS WITH SPECIAL EMPHASIS ON DATA PROCESSING PROBLEMS; LEARNING THE COBOL LANGUAGE; DESIGNING, CODING, AND DOCUMENTING PROGRAMS USING TECHNIQUES OF GOOD PROGRAMMING STYLE.",UG,4
105919,INTRO COMPUTER PROGRMMNG-BASIC,THIS IS A FIRST COURSE IN COMPUTER SCIENCE.  IT IS DESIGNED TO BE OF SPECIAL INTEREST TO STUDENTS MAJORING IN ONE OF THE SOCIAL SCIENCES OR HUMANITIES.  OBJECTIVES OF THIS COURSE INCLUDE:  USE OF THE COMPUTER IN AN INTERACTIVE ENVIRONMENT; PROBLEM ANALYSIS AND THE DEVELOPMENT OF ALGORITHMS; LEARNING THE BASIC LANGUAGE; DESIGNING; CODING; AND DOCUMENTING PROGRAMS USING TECHNIQUES OF GOOD PROGRAMMING STYLE.,UG,4
105920,INTRO COMPUTER PROGRMMNG-PASCAL,THIS IS A FIRST COURSE IN COMPUTER SCIENCE.  IT IS DESIGNED TO BE OF SPECIAL INTEREST TO STUDENTS MAJORING IN ONE OF THE SOCIAL SCIENCES OR HUMANITIES.  OBJECTIVES OF THIS COURSE INCLUDE:  USE OF THE COMPUTER IN AN INTERACTIVE ENVIRONMENT; PROBLEM ANALYSIS AND THE DEVELOPMENT OF ALGORITHMS; LEARNING THE PASCAL LANGUAGE; DESIGNING; CODING; AND DOCUMENTING PROGRAMS USING TECHNIQUES OF GOOD PROGRAMMING STYLE.,UG,4
105921,COMPUTER LITERACY,"A SURVEY COURSE DESIGNED FOR STUDENTS NOT MAJORING IN COMPUTER SCIENCE.  COURSE OBJECTIVES INCLUDE:  OVERVIEW OF THE COMPONENTS OF A COMPUTER SYSTEM; THE DESIGN CONSIDERATIONS INVOLVED IN IMPLEMENTING A SOLUTION TO DATA PROCESSING PROBLEMS; AN OVERVIEW OF THE USE OF THE COMPUTER IN:  MEDICINE, BUSINESS, EDUCATION, AND SCIENCE; STUDY OF KEY DEVELOPMENTS IN COMPUTER SCIENCE TO PROVIDE COMPUTING HISTORICAL PERSPECTIVE; LAB SESSIONS PROVIDE A HANDS-ON INTRODUCTION TO SIMPLE PROGRAMMING, WORD-PROCESSING, AND DATA STORAGE.",UG,4
105922,COMPUTERS AND NETWORKS,"THIS COURSE WILL PROVIDE STUDENTS WITHOUT PREVIOUS COMPUTER EXPERIENCE THE KNOWLEDGE AND SKILLS NEEDED TO USE COMPUTERS EFFECTIVELY.  EMPHASIS WILL BE PLACED ON USING SOFTWARE PACKAGES FOR WORDPROCESSING, SPREADSHEETS, AND DATABASES AND ON USING THE INTERNET.",UG,4
105924,ADV COBOL WITH FILE PROCESSING,"THIS IS AN INTERMEDIATE-LEVEL COURSE IN COMPUTER SCIENCE FOR STUDENTS WISHING TO SATISFY A RELATED AREA IN COMPUTER SCIENCE WITH EMPHASIS ON THE BUSINESS ENVIRONMENT. OBJECTIVES OF THIS COURSE INCLUDE:  AN OVERVIEW OF COBOL; PROGRAMMING USING TIMESHARING FACILITIES AND COBOL DDT; ADVANCED FEATURES OF COBOL INCLUDING HASHING, COBOL LIBRARY, SUBPROGRAMS, REPORT WRITER, SORTING (INCLUDING BINARY), MERGING, AND SEARCHING, FILE MAINTENANCE FOR SEQUENTIAL, RANDOM ACCESS, ISAM FILES, AND MAGNETIC TAPES;  PROJECT SPECIFICATION AND ANALYSIS.",UG,4
105925,SOFTWARE FOR PERSONAL COMPUTING,"AN INTERMEDIATE-LEVEL COURSE IN COMPUTER SCIENCE FOR STUDENTS MAJORING IN AREAS OTHER THAN COMPUTER SCIENCE. OBJECTIVES INCLUDE:  A NON-TECHNICAL STUDY OF THE MS-DOS OPERATING SYSTEM INCLUDING EXPERIENCE WITH BATCH FILES AND CONFIGURING THE PERSONAL COMPUTER; DEVELOPMENT OF APPLICATIONS USING SOFTWARE SELECTED FROM THE PRINCIPAL AREAS OF APPLICATIONS FOR PERSONAL COMPUTING.  THESE INCLUDE:  WORD-PROCESSING (WORD PERFECT), DATABASE MANAGEMENT (DBASE III PLUS), INTEGRATED SOFTWARE (FRAMEWORK II), SPREADSHEETS (LOTUS 1-2-3).",UG,4
